"WikiEspecimenID"	"IDENTIFICADOR"	"COLLECTOR"	"NUMBER"	"COLLDD"	"COLLMM"	"COLLYY"	"FAMILY"	"GENUS"	"SPECIES"	"INFRASPECIES"	"NOME"	"HABITAT_CLASSE"	"COUNTRY"	"MINORAREA"	"MAJORAREA"	"GAZETTEER_CURTO"	"GAZETTEER_COMPLETA"	"GAZETTEER_SPECIFIC"	"LATITUDE"	"LONGITUDE"	"ALTITUDE"	"DAPmm"	"ALTURAm"	"FERTILIDADE"
"6630"	"CAM3462010"	"Campos, P."	"346"	"15"	"2"	"2010"	"Rubiaceae"	"Pagamea"	"plicata"		"Pagamea plicata"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-1500"	"Parcela L05-1500"	"1.423538"	"-60.984451"		"31.4"		"frutos"
"6631"	"DÁV872010"	"Dávila, N.C."	"87"	"15"	"2"	"2010"	"Solanaceae"					"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-1500"	"Parcela L05-1500"	"1.423538"	"-60.984451"		"14.8"		"flores; frutos"
"6632"	"ARA672010"	"Terra-Araujo, M.H."	"67"	"15"	"2"	"2010"	"Briophyta"					"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-1500"	"Parcela L05-1500"	"1.423538"	"-60.984451"		"14.2"		"frutos"
"6633"	"KAP17492010"	"Kappler, A."	"1749"	"15"	"2"	"2010"	"Araceae"	"Urospatha"	"sagittifolia"		"Urospatha sagittifolia"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-1500"	"Parcela L05-1500"	"1.423538"	"-60.984451"				"flores"
"6634"	"SAR53812010"	"Saraiva, D.P."	"5381"	"15"	"2"	"2010"	"Rubiaceae"	"Morinda"	"tenuiflora"		"Morinda cf. tenuiflora"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-1500"	"Parcela L05-1500"	"1.423538"	"-60.984451"		"36.4"		"flores"
"6635"	"PER18312010"	"Perdiz, R.O."	"1831"	"15"	"2"	"2010"	"Rubiaceae"	"Pagamea"	"angustifolia"		"Pagamea"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-1500"	"Parcela L05-1500"	"1.423538"	"-60.984451"		"84.7"		"frutos"
"6636"	"CAR27052010"	"Carvalho, A.M. de"	"2705"	"15"	"2"	"2010"	"Euphorbiaceae"	"Hevea"	"spruceana"		"Hevea spruceana"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-1500"	"Parcela L05-1500"	"1.423538"	"-60.984451"		"27.9"		"frutos"
"6637"	"ARA32402010"	"Terra-Araujo, M.H."	"3240"	"15"	"2"	"2010"	"Rubiaceae"	"Pagamea"	"angustifolia"		"Pagamea"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-1500"	"Parcela L05-1500"	"1.423538"	"-60.984451"		"80.8"		"frutos"
"6638"	"COS61902010"	"Costa, F.M."	"6190"	"24"	"3"	"2010"	"Clusiaceae"	"Clusia"	"renggerioides"		"Clusia renggerioides"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-2500"	"Parcela L05-2500"	"1.423538"	"-60.984451"		"97"		"frutos"
"6639"	"CAR16612010"	"Carvalho, F.A."	"1661"	"21"	"3"	"2010"	"Burseraceae"	"Protium"	"aracouchini"		"Protium aracouchini"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-3500"	"Parcela L05-3500"	"1.423538"	"-60.984451"		"46.3"		"frutos"
"6640"	"COS5302010"	"Costa, F.M."	"530"	"21"	"3"	"2010"	"Loranthaceae"					"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-3500"	"Parcela L05-3500"	"1.423538"	"-60.984451"		"108.5"		"frutos"
"6641"	"HOL19532010"	"Holanda, A.S.S.."	"1953"	"22"	"3"	"2010"	"Rubiaceae"	"Psychotria"	"arirambana"		"Psychotria arirambana"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-3500"	"Parcela L05-3500"	"1.423538"	"-60.984451"		"48.4"		"frutos"
"6642"	"ARA2742010"	"Terra-Araujo, M.H."	"274"	"23"	"3"	"2010"	"Rubiaceae"	"Pagamea"	"coriacea"		"Pagamea coriacea"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-3500"	"Parcela L05-3500"	"1.423538"	"-60.984451"		"24.4"		"frutos"
"6643"	"CAR13752010"	"Carvalho, F.A."	"1375"	"24"	"3"	"2010"	"Burseraceae"	"Protium"	"calanense"		"Protium calanense"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-2500"	"Parcela L05-2500"	"1.423538"	"-60.984451"		"22.4"		"flores"
"6644"	"COS7902010"	"Costa, F.M."	"790"	"27"	"3"	"2010"	"Rubiaceae"	"Pagamea"	"spruceana"		"Pagamea"	"Campinarana. Gramíneo-lenhosa"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-4500"	"Parcela L04-4500"	"1.423538"	"-60.984451"		"21.2"		"frutos"
"6645"	"DAM17542010"	"Damasco, G."	"1754"	"29"	"3"	"2010"	"Chrysobalanaceae"	"Licania"			"Licania"	"Campinarana. Gramíneo-lenhosa"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L03-4500"	"Parcela L03-4500"	"1.423538"	"-60.984451"		"15.7"		"flores"
"6646"	"PER18662010"	"Perdiz, R.O."	"1866"	"29"	"3"	"2010"	"Dilleniaceae"	"Doliocarpus"	"dentatus"		"Doliocarpus dentatus"	"Campinarana. Gramíneo-lenhosa"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L03-4500"	"Parcela L03-4500"	"1.423538"	"-60.984451"		"12.1"		"frutos"
"6647"	"PRA173362010"	"Prata, E."	"17336"	"29"	"3"	"2010"	"Rubiaceae"	"Pagamea"	"coriacea"		"Pagamea coriacea"	"Campinarana. Gramíneo-lenhosa"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L03-4500"	"Parcela L03-4500"	"1.423538"	"-60.984451"		"18.4"		"frutos"
"6648"	"CAR6652010"	"Carvalho, F.A."	"665"	"30"	"3"	"2010"	"Annonaceae"	"Xylopia"				"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-4500"	"Parcela L05-4500"	"1.423538"	"-60.984451"		"57.6"		"frutos"
"6649"	"PRA28152010"	"Prata, E."	"2815"	"30"	"3"	"2010"	"Rubiaceae"	"Gaertnera"	"grisea"		"Gaertnera grisea"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-4500"	"Parcela L05-4500"	"1.423538"	"-60.984451"		"21.5"		"flores; frutos"
"6650"	"COS5032010"	"Costa, F.M."	"503"	"30"	"3"	"2010"	"Clusiaceae"	"Clusia"	"renggerioides"		"Clusia renggerioides"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-4500"	"Parcela L05-4500"	"1.423538"	"-60.984451"		"19.7"		"frutos"
"6651"	"PIT62722010"	"Pitman, N."	"6272"	"1"	"4"	"2010"	"Eriocaulaceae"	"Comanthera"	"sp.1"		"Comanthera"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-500"	"Parcela L05-500"	"1.423538"	"-60.984451"		"13.1"		"frutos"
"6652"	"DÁV293082010"	"Dávila, N.C."	"29308"	"1"	"4"	"2010"	"Schizaeaceae"	"Schizaea"	"sp.3"		"Schizaea"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-500"	"Parcela L05-500"	"1.423538"	"-60.984451"		"46.9"		"flores"
"6653"	"CAR8442010"	"Carvalho, F.A."	"844"	"5"	"4"	"2010"	"Rubiaceae"	"Pagamea"	"guianensis"		"Pagamea guianensis"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-1500"	"Parcela L06-1500"	"1.423538"	"-60.984451"		"57.1"		"frutos"
"6654"	"HOF22602010"	"Hoffman, B."	"2260"	"5"	"4"	"2010"	"Salicaceae"				"Salicaceae"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-1500"	"Parcela L06-1500"	"1.423538"	"-60.984451"		"59.2"		"frutos"
"6655"	"POM0112010"	"Pombo, M.M."	"011"	"5"	"4"	"2010"	"Rubiaceae"	"Pagamea"	"capitata"		"Pagamea capitata"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-1500"	"Parcela L06-1500"	"1.423538"	"-60.984451"		"140"		"frutos"
"6656"	"COS58482010"	"Costa, F.M."	"5848"	"5"	"4"	"2010"	"Salicaceae"	"Casearia"	"javitensis"		"Casearia javitensis"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-1500"	"Parcela L06-1500"	"1.423538"	"-60.984451"		"257.1"		"flores"
"6657"	"VÁS13062010"	"Vásquez, R."	"1306"	"5"	"4"	"2010"	"Pteridophyta"					"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-1500"	"Parcela L06-1500"	"1.423538"	"-60.984451"		"240.2"		"frutos"
"6658"	"COS28872010"	"Costa, F.M."	"2887"	"5"	"4"	"2010"	"Myrtaceae"				"Myrtaceae"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-1500"	"Parcela L06-1500"	"1.423538"	"-60.984451"		"24.1"		"flores"
"6659"	"ARA57372010"	"Terra-Araujo, M.H."	"5737"	"5"	"4"	"2010"	"Malpighiaceae"	"Byrsonima"	"punctulata"		"Byrsonima punctulata"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-1500"	"Parcela L06-1500"	"1.423538"	"-60.984451"		"42.1"		"frutos"
"6660"	"COW34772010"	"Cowan, R.S."	"3477"	"8"	"4"	"2010"	"Burseraceae"	"Protium"	"aracouchini"		"Protium aracouchini"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-2500"	"Parcela L06-2500"	"1.423538"	"-60.984451"		"26.5"		"frutos"
"6661"	"PRA8492010"	"Prata, E."	"849"	"8"	"4"	"2010"	"Euphorbiaceae"					"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-2500"	"Parcela L06-2500"	"1.423538"	"-60.984451"		"46"		"frutos"
"6662"	"COS11832010"	"Costa, F.M."	"1183"	"8"	"4"	"2010"	"Schizaeaceae"	"Actinostachys"	"pennula"		"Actinostachys pennula"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-2500"	"Parcela L06-2500"	"1.423538"	"-60.984451"		"104.9"		"frutos"
"6663"	"CAM9112010"	"Campos, P."	"911"	"8"	"4"	"2010"	"Aspleniaceae"	"Asplenium"	"serratum"		"Asplenium serratum"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-2500"	"Parcela L06-2500"	"1.423538"	"-60.984451"		"76.2"		"frutos"
"6664"	"HUB406192010"	"Huber, O."	"40619"	"8"	"4"	"2010"	"Fabaceae"	"Taralea"	"sp.1"		"Taralea"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-2500"	"Parcela L06-2500"	"1.423538"	"-60.984451"		"25.2"		"flores"
"6665"	"COS8772010"	"Costa, F.M."	"877"	"8"	"4"	"2010"	"Marcgraviaceae"	"Marcgravia"			"Marcgravia"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-2500"	"Parcela L06-2500"	"1.423538"	"-60.984451"		"54.1"		"frutos"
"6666"	"CAM19892010"	"Campos, P."	"1989"	"10"	"5"	"2010"	"Sapotaceae"	"Pradosia"	"longipedicellata"		"Pradosia longipedicellata"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-4500"	"Parcela L06-4500"	"1.423538"	"-60.984451"		"11.5"		"flores"
"6667"	"COS54562010"	"Costa, F.M."	"5456"	"24"	"3"	"2010"	"Rubiaceae"	"Pagamea"	"plicata"		"Pagamea plicata"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-2500"	"Parcela L05-2500"	"1.423538"	"-60.984451"		"45.4"		"frutos"
"6668"	"HUB11772010"	"Huber, O."	"1177"	"3"	"2"	"2010"	"Rubiaceae"	"Pagamea"	"guianensis"		"Pagamea guianensis"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"380.2"		"frutos"
"6669"	"DÁV22382010"	"Dávila, N.C."	"2238"	"2"	"2"	"2010"	"Cyperaceae"	"Lagenocarpus"	"rigidus"		"Lagenocarpus rigidus"	"Campinarana. Gramíneo-lenhosa"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L03-500"	"Parcela L03-500"	"1.423538"	"-60.984451"		"21.1"		"frutos"
"6670"	"PER51272010"	"Perdiz, R.O."	"5127"	"25"	"3"	"2010"	"Burseraceae"	"Protium"	"aracouchini"		"Protium s.l. aracouchini"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-2500"	"Parcela L05-2500"	"1.423538"	"-60.984451"		"128.9"		"flores"
"6671"	"RED16402010"	"Redden, K.M."	"1640"	"1"	"4"	"2010"	"Rubiaceae"	"Pagamea"	"duckei"		"Pagamea duckei"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-500"	"Parcela L05-500"	"1.423538"	"-60.984451"		"149.5"		"frutos"
"6672"	"COS15452010"	"Costa, F.M."	"1545"	"25"	"3"	"2010"	"Rubiaceae"	"Pagamea"	"acrensis"		"Pagamea acrensis"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-2500"	"Parcela L05-2500"	"1.423538"	"-60.984451"		"76.6"		"frutos"
"6673"	"PRA19042010"	"Prata, E."	"1904"	"24"	"3"	"2010"	"Melastomataceae"	"Miconia"	"theaezans"		"Miconia theaezans"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-3500"	"Parcela L05-3500"	"1.423538"	"-60.984451"		"220.5"		"frutos"
"6674"	"W.7792010"	"W., E."	"779"	"2"	"2"	"2010"	"Malvaceae"	"Pachira"	"aquatica"		"Pachira aquatica"	"Campinarana. Gramíneo-lenhosa"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L03-500"	"Parcela L03-500"	"1.423538"	"-60.984451"		"49.8"		"frutos"
"6675"	"MAT18302010"	"F. Matos"	"1830"	"6"	"2"	"2010"	"Orchidaceae"	"Habenaria"				"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"198.5"		"flores"
"6676"	"ARAD7992010"	"Terra-Araujo, M.H."	"D799"	"9"	"2"	"2010"	"Malvaceae"	"Pachira"	"duckei"		"Pachira duckei"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-4500"	"Parcela L02-4500"	"1.423538"	"-60.984451"		"21"		"estéril"
"6677"	"PER23282010"	"Perdiz, R.O."	"2328"	"3"	"2"	"2010"	"Icacinaceae"				"Icacinaceae"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"154.1"		"estéril"
"6678"	"PER6502010"	"Perdiz, R.O."	"650"	"1"	"4"	"2010"	"Sapotaceae"	"Pouteria"	"sp.1"		"Pouteria"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-500"	"Parcela L05-500"	"1.423538"	"-60.984451"		"53.7"		"estéril"
"6679"	"PRA6112009"	"Prata, E."	"611"	"11"	"11"	"2009"	"Burseraceae"	"Protium"				"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-4500"	"Parcela L01-4500"	"1.423538"	"-60.984451"		"126.1"		"estéril"
"6680"	"VIC115162010"	"Vicentini, A."	"11516"	"22"	"3"	"2010"	"Burseraceae"	"Protium"	"heptaphyllum"		"Protium heptaphyllum"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-3500"	"Parcela L05-3500"	"1.423538"	"-60.984451"		"66.5"		"estéril"
"6681"	"VIC16602010"	"Vicentini, A."	"1660"	"10"	"5"	"2010"	"Aquifoliaceae"	"Ilex"	"sp.1"		"Ilex"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-4500"	"Parcela L06-4500"	"1.423538"	"-60.984451"		"29.2"		"estéril"
"6682"	"BRA8712010"	"Braga-neto, R."	"871"	"1"	"4"	"2010"	"Rubiaceae"	"Pagamea"	"puberula"		"Pagamea puberula"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-500"	"Parcela L05-500"	"1.423538"	"-60.984451"		"21.9"		"estéril"
"6683"	"LIE7772010"	"Liesner, R."	"777"	"15"	"2"	"2010"	"Malpighiaceae"	"Byrsonima"	"coniophylla"		"Byrsonima coniophylla"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-1500"	"Parcela L05-1500"	"1.423538"	"-60.984451"				"estéril"
"6684"	"COS29142010"	"Costa, F.M."	"2914"	"2"	"2"	"2010"	"Humiriaceae"	"Indet"	"sp.13"		"Humiriaceae"	"Campinarana. Gramíneo-lenhosa"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L03-500"	"Parcela L03-500"	"1.423538"	"-60.984451"		"13.7"		"frutos"
"6685"	"F.16412010"	"Pinto, S. F."	"1641"	"8"	"4"	"2010"	"Melastomataceae"	"Macairea"	"sp.2"		"Macairea"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-2500"	"Parcela L06-2500"	"1.423538"	"-60.984451"		"27.1"		"estéril"
"6686"	"ARA11172010"	"Terra-Araujo, M.H."	"1117"	"10"	"5"	"2010"	"Boraginaceae"	"Tournefortia"	"cuspidata"		"Tournefortia cuspidata"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-4500"	"Parcela L06-4500"	"1.423538"	"-60.984451"		"36"		"estéril"
"6687"	"COS14342010"	"Costa, F.M."	"1434"	"21"	"3"	"2010"	"Rubiaceae"	"Pagamea"	"daviliana"		"Pagamea"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-3500"	"Parcela L05-3500"	"1.423538"	"-60.984451"		"35.2"		"estéril"
"6688"	"COS21222010"	"Costa, F.M."	"2122"	"30"	"3"	"2010"	"Burseraceae"	"Protium"				"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-4500"	"Parcela L05-4500"	"1.423538"	"-60.984451"		"22.5"		"estéril"
"6689"	"VIC5002010"	"Vicentini, A."	"500"	"30"	"3"	"2010"	"Chrysobalanaceae"	"Licania"	"sp.1"		"Licania"	"Campinarana. Arborizada"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-4500"	"Parcela L05-4500"	"1.423538"	"-60.984451"		"42.7"		"estéril"
"6690"	"DAM22772010"	"Damasco, G."	"2277"	"15"	"2"	"2010"	"Malvaceae"	"Pachira"			"Pachira"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-1500"	"Parcela L05-1500"	"1.423538"	"-60.984451"		"210.9"
"6691"	"PRA4142010"	"Prata, E."	"414"	"10"	"2"	"2010"	"Rubiaceae"					"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-4500"	"Parcela L02-4500"	"1.423538"	"-60.984451"		"343.7"		"estéril"
"6692"	"COS6652010"	"Costa, F.M."	"665"	"21"	"3"	"2010"	"Melastomataceae"	"Tibouchina"	"aspera"		"Tibouchina aspera"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-3500"	"Parcela L05-3500"	"1.423538"	"-60.984451"		"32.1"		"estéril"
"6693"	"PRA5642010"	"Prata, E."	"564"	"6"	"2"	"2010"	"Myrtaceae"	"Myrcia"	"sp.3"		"Myrcia"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"211"		"estéril"
"6694"	"COS15342010"	"Costa, F.M."	"1534"	"15"	"2"	"2010"	"Burseraceae"	"Protium"				"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-1500"	"Parcela L05-1500"	"1.423538"	"-60.984451"		"196.2"		"estéril"
"6695"	"MAR152010"	"Marinho, L.R."	"15"	"8"	"2"	"2010"	"Eriocaulaceae"					"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"174"		"estéril"
"6696"	"CAR2042010"	"Carvalho, F.A."	"204"	"1"	"4"	"2010"	"Rubiaceae"	"Pagamea"	"harleyi"		"Pagamea harleyi"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-500"	"Parcela L05-500"	"1.423538"	"-60.984451"		"122.6"		"estéril"
"6697"	"CAM24772009"	"Campos, P."	"2477"	"11"	"11"	"2009"	"Euphorbiaceae"	"Hevea"			"Hevea"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-4500"	"Parcela L01-4500"	"1.423538"	"-60.984451"		"130.7"		"estéril"
"6698"	"COS12742010"	"Costa, F.M."	"1274"	"5"	"4"	"2010"	"Piperaceae"	"Peperomia"	"macrostachya"		"Peperomia macrostachya"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L06-1500"	"Parcela L06-1500"	"1.423538"	"-60.984451"		"39.2"		"estéril"
